id,session,session_seq,visit_id,trial,response_time,error_distance,sum_error_distance,median_error_distance,perfect_dots
353,2,1,353_2_2024-10-21,3,13455,6.380711874576984,19.14213562373095,7.0710678118654755,0
353,3,2,353_3_2024-10-21,1,16143,5,15,5,1
353,3,2,353_3_2024-10-21,2,9080,5.6903559372884915,17.071067811865476,7.0710678118654755,1
353,3,2,353_3_2024-10-21,3,3534,3.3333333333333335,10,5,1
353,4,3,353_4_2024-10-21,1,13870,4.0236892706218255,12.071067811865476,5,1
353,4,3,353_4_2024-10-21,2,3110,3.3333333333333335,10,5,1
353,4,3,353_4_2024-10-21,3,16239,1.6666666666666667,5,0,2
354,1,1,354_1_2024-10-29,1,8651,1.6666666666666667,5,0,2
354,1,1,354_1_2024-10-29,2,6218,3.3333333333333335,10,5,1
354,1,1,354_1_2024-10-29,3,8327,5.393446629166316,16.18033988749895,5,1
354,2,2,354_2_2024-10-29,1,5452,8.440825170409967,25.3224755112299,7.0710678118654755,0
354,2,2,354_2_2024-10-29,2,3331,0,0,0,3
354,2,2,354_2_2024-10-29,3,8452,0,0,0,3
354,3,3,354_3_2024-10-29,1,5177,0,0,0,3
354,3,3,354_3_2024-10-29,2,6209,0,0,0,3
354,3,3,354_3_2024-10-29,3,2453,3.3333333333333335,10,5,1
355,1,1,355_1_2024-11-07,1,3801,0,0,0,3
355,1,1,355_1_2024-11-07,2,10676,0,0,0,3
355,1,1,355_1_2024-11-07,3,4951,0,0,0,3
355,2,2,355_2_2024-11-07,1,6209,0,0,0,3
355,2,2,355_2_2024-11-07,2,5757,0,0,0,3
355,2,2,355_2_2024-11-07,3,11450,3.3333333333333335,10,5,1
355,3,3,355_3_2024-11-07,1,8192,1.6666666666666667,5,0,2
355,3,3,355_3_2024-11-07,2,4241,0,0,0,3
355,3,3,355_3_2024-11-07,3,4622,5,15,5,0
356,1,1,356_1_2024-11-26,1,9390,5.6903559372884915,17.071067811865476,7.0710678118654755,1
356,1,1,356_1_2024-11-26,2,6720,4.714045207910317,14.142135623730951,7.0710678118654755,1
356,1,1,356_1_2024-11-26,3,12512,3.3333333333333335,10,5,1
356,2,2,356_2_2024-11-26,1,7159,4.0236892706218255,12.071067811865476,5,1
356,2,2,356_2_2024-11-26,2,4735,1.6666666666666667,5,0,2
356,2,2,356_2_2024-11-26,3,8991,0,0,0,3
356,3,3,356_3_2024-11-26,1,3225,1.6666666666666667,5,0,2
356,3,3,356_3_2024-11-26,2,5472,1.6666666666666667,5,0,2
356,3,3,356_3_2024-11-26,3,2953,0,0,0,3
357,1,1,357_1_2024-12-04,1,4904,1.6666666666666667,5,0,2
357,1,1,357_1_2024-12-04,2,4641,0,0,0,3
357,1,1,357_1_2024-12-04,3,5191,3.3333333333333335,10,5,1
357,2,2,357_2_2024-12-04,1,4227,0,0,0,3
357,2,2,357_2_2024-12-04,2,5497,0,0,0,3
357,2,2,357_2_2024-12-04,3,3706,1.6666666666666667,5,0,2
357,3,3,357_3_2024-12-04,1,12288,2.3570226039551585,7.0710678118654755,0,2
357,3,3,357_3_2024-12-04,2,2638,0,0,0,3
357,3,3,357_3_2024-12-04,3,4355,0,0,0,3
358,1,1,358_1_2024-12-09,1,6755,0,0,0,3
358,1,1,358_1_2024-12-09,2,10102,5,15,5,1
358,1,1,358_1_2024-12-09,3,10630,2.3570226039551585,7.0710678118654755,0,2
358,2,2,358_2_2024-12-09,1,9071,2.3570226039551585,7.0710678118654755,0,2
358,2,2,358_2_2024-12-09,2,6331,0,0,0,3
358,2,2,358_2_2024-12-09,3,4495,0,0,0,3
358,3,3,358_3_2024-12-09,1,2681,0,0,0,3
358,3,3,358_3_2024-12-09,2,5897,0,0,0,3
358,3,3,358_3_2024-12-09,3,7760,5.6903559372884915,17.071067811865476,5,0
359,1,1,359_1_2024-12-12,1,4792,3.72677996249965,11.180339887498949,0,2
359,1,1,359_1_2024-12-12,2,5329,6.380711874576984,19.14213562373095,7.0710678118654755,0
359,1,1,359_1_2024-12-12,3,9816,1.6666666666666667,5,0,2
359,2,2,359_2_2024-12-12,1,4191,5,15,5,0
359,2,2,359_2_2024-12-12,2,9304,6.380711874576984,19.14213562373095,5,1
359,2,2,359_2_2024-12-12,3,3858,7.060113295832983,21.18033988749895,5,0
359,3,3,359_3_2024-12-12,1,5652,1.6666666666666667,5,0,2
359,3,3,359_3_2024-12-12,2,2899,1.6666666666666667,5,0,2
359,3,3,359_3_2024-12-12,3,2949,5,15,5,0
360,1,1,360_1_2025-01-15,1,4956,3.72677996249965,11.180339887498949,0,2
360,1,1,360_1_2025-01-15,2,5712,7.3570226039551585,22.071067811865476,7.0710678118654755,1
360,1,1,360_1_2025-01-15,3,3319,0,0,0,3
360,2,2,360_2_2025-01-15,1,9428,1.6666666666666667,5,0,2
360,2,2,360_2_2025-01-15,2,3696,5.6903559372884915,17.071067811865476,7.0710678118654755,1
360,2,2,360_2_2025-01-15,3,6068,8.333333333333334,25,10,0
360,3,3,360_3_2025-01-15,1,5323,6.380711874576984,19.14213562373095,7.0710678118654755,0
360,3,3,360_3_2025-01-15,2,3956,4.0236892706218255,12.071067811865476,5,1
360,3,3,360_3_2025-01-15,3,17147,6.666666666666667,20,10,1
361,1,1,361_1_2025-01-31,1,22672,3.3333333333333335,10,5,1
361,1,1,361_1_2025-01-31,2,12645,3.3333333333333335,10,5,1
361,1,1,361_1_2025-01-31,3,14956,6.380711874576984,19.14213562373095,7.0710678118654755,0
361,2,2,361_2_2025-01-31,1,15600,3.3333333333333335,10,5,1
361,2,2,361_2_2025-01-31,2,4801,0,0,0,3
361,2,2,361_2_2025-01-31,3,10434,1.6666666666666667,5,0,2
361,3,3,361_3_2025-01-31,1,8978,2.3570226039551585,7.0710678118654755,0,2
361,3,3,361_3_2025-01-31,2,7728,6.666666666666667,20,10,1
361,3,3,361_3_2025-01-31,3,6974,4.0236892706218255,12.071067811865476,5,1
362,1,1,362_1_2025-01-16,1,6885,0,0,0,3
362,1,1,362_1_2025-01-16,2,10083,3.3333333333333335,10,5,1
362,1,1,362_1_2025-01-16,3,13898,5.393446629166316,16.18033988749895,5,1
362,2,2,362_2_2025-01-16,1,5622,2.3570226039551585,7.0710678118654755,0,2
362,2,2,362_2_2025-01-16,2,8282,5,15,5,0
362,2,2,362_2_2025-01-16,3,16042,0,0,0,3
362,3,3,362_3_2025-01-16,1,10610,5,15,5,0
362,3,3,362_3_2025-01-16,2,18855,1.6666666666666667,5,0,2
362,3,3,362_3_2025-01-16,3,9876,0,0,0,3
