id,session,session_seq,visit_id,block,n_change,n_no_change,hit_rate,fa_rate,correc
340,1,1,340_1_2024-07-30,5,1,1,0,0,0
340,2,2,340_2_2024-07-30,1,1,1,0,1,-1
340,2,2,340_2_2024-07-30,2,1,1,0,0,0
340,2,2,340_2_2024-07-30,3,1,1,0,0,0
340,2,2,340_2_2024-07-30,4,1,1,0,0,0
340,2,2,340_2_2024-07-30,5,1,1,0,1,-1
340,3,3,340_3_2024-07-30,1,1,1,0,0,0
340,3,3,340_3_2024-07-30,2,1,1,0,0,0
340,3,3,340_3_2024-07-30,3,1,1,0,1,-1
340,3,3,340_3_2024-07-30,4,1,1,1,0,1
340,3,3,340_3_2024-07-30,5,1,1,0,0,0
341,1,1,341_1_2024-08-12,1,1,1,1,1,0
341,1,1,341_1_2024-08-12,2,1,1,1,1,0
341,1,1,341_1_2024-08-12,3,1,1,0,0,0
341,1,1,341_1_2024-08-12,4,1,1,0,0,0
341,1,1,341_1_2024-08-12,5,1,1,0,0,0
341,2,2,341_2_2024-08-12,1,1,1,0,1,-1
341,2,2,341_2_2024-08-12,2,1,1,0,1,-1
341,2,2,341_2_2024-08-12,3,1,1,0,0,0
341,2,2,341_2_2024-08-12,4,1,1,0,0,0
341,2,2,341_2_2024-08-12,5,1,1,0,0,0
341,3,3,341_3_2024-08-12,1,1,1,0,0,0
341,3,3,341_3_2024-08-12,2,1,1,0,0,0
341,3,3,341_3_2024-08-12,3,1,1,0,1,-1
341,3,3,341_3_2024-08-12,4,1,1,0,0,0
341,3,3,341_3_2024-08-12,5,1,1,1,0,1
342,1,1,342_1_2024-08-19,1,1,1,0,1,-1
342,1,1,342_1_2024-08-19,2,1,1,1,0,1
342,1,1,342_1_2024-08-19,3,1,1,1,0,1
342,1,1,342_1_2024-08-19,4,1,1,1,0,1
342,1,1,342_1_2024-08-19,5,1,1,1,0,1
342,2,2,342_2_2024-08-19,1,1,1,1,0,1
342,2,2,342_2_2024-08-19,2,1,1,0,0,0
342,2,2,342_2_2024-08-19,3,1,1,0,0,0
342,2,2,342_2_2024-08-19,4,1,1,1,0,1
342,2,2,342_2_2024-08-19,5,1,1,0,0,0
342,3,3,342_3_2024-08-19,1,1,1,1,0,1
342,3,3,342_3_2024-08-19,2,1,1,0,0,0
342,3,3,342_3_2024-08-19,3,1,1,0,0,0
342,3,3,342_3_2024-08-19,4,1,1,0,0,0
342,3,3,342_3_2024-08-19,5,1,1,1,0,1
343,1,1,343_1_2024-08-29,1,1,1,0,0,0
343,1,1,343_1_2024-08-29,2,1,1,1,1,0
343,1,1,343_1_2024-08-29,3,1,1,1,0,1
343,1,1,343_1_2024-08-29,4,1,1,0,0,0
343,1,1,343_1_2024-08-29,5,1,1,0,0,0
343,2,2,343_2_2024-08-29,1,1,1,0,0,0
343,2,2,343_2_2024-08-29,2,1,1,0,0,0
343,2,2,343_2_2024-08-29,3,1,1,1,1,0
343,2,2,343_2_2024-08-29,4,1,1,0,0,0
343,2,2,343_2_2024-08-29,5,1,1,1,0,1
343,3,3,343_3_2024-08-29,1,1,1,1,0,1
343,3,3,343_3_2024-08-29,2,1,1,1,0,1
343,3,3,343_3_2024-08-29,3,1,1,0,0,0
343,3,3,343_3_2024-08-29,4,1,1,1,0,1
343,3,3,343_3_2024-08-29,5,1,1,0,0,0
346,1,1,346_1_2024-09-19,1,1,1,1,0,1
346,1,1,346_1_2024-09-19,2,1,1,1,0,1
346,1,1,346_1_2024-09-19,3,1,1,0,0,0
346,1,1,346_1_2024-09-19,4,1,1,1,0,1
346,1,1,346_1_2024-09-19,5,1,1,0,0,0
346,2,2,346_2_2024-09-19,1,1,1,0,0,0
346,2,2,346_2_2024-09-19,2,1,1,1,0,1
346,2,2,346_2_2024-09-19,3,1,1,1,0,1
346,2,2,346_2_2024-09-19,4,1,1,0,0,0
346,2,2,346_2_2024-09-19,5,1,1,0,0,0
346,3,3,346_3_2024-09-19,1,1,1,1,0,1
346,3,3,346_3_2024-09-19,2,1,1,1,0,1
346,3,3,346_3_2024-09-19,3,1,1,1,0,1
346,3,3,346_3_2024-09-19,4,1,1,1,0,1
346,3,3,346_3_2024-09-19,5,1,1,0,0,0
347,1,1,347_1_2024-09-23,1,1,1,1,0,1
347,1,1,347_1_2024-09-23,2,1,1,1,0,1
347,1,1,347_1_2024-09-23,3,1,1,1,0,1
347,1,1,347_1_2024-09-23,4,1,1,1,0,1
347,1,1,347_1_2024-09-23,5,1,1,0,0,0
347,2,2,347_2_2024-09-23,1,1,1,0,0,0
347,2,2,347_2_2024-09-23,2,1,1,0,0,0
347,2,2,347_2_2024-09-23,3,1,1,0,1,-1
347,2,2,347_2_2024-09-23,4,1,1,1,0,1
347,2,2,347_2_2024-09-23,5,1,1,0,0,0
347,3,3,347_3_2024-09-23,1,1,1,1,0,1
347,3,3,347_3_2024-09-23,2,1,1,0,0,0
347,3,3,347_3_2024-09-23,3,1,1,0,0,0
347,3,3,347_3_2024-09-23,4,1,1,0,0,0
347,3,3,347_3_2024-09-23,5,1,1,0,0,0
348,1,1,348_1_2024-10-01,1,1,1,0,0,0
348,1,1,348_1_2024-10-01,2,1,1,0,0,0
348,1,1,348_1_2024-10-01,3,1,1,0,0,0
348,1,1,348_1_2024-10-01,4,1,1,1,0,1
348,1,1,348_1_2024-10-01,5,1,1,1,0,1
348,2,2,348_2_2024-10-01,1,1,1,1,0,1
348,2,2,348_2_2024-10-01,2,1,1,1,0,1
348,2,2,348_2_2024-10-01,3,1,1,1,0,1
348,2,2,348_2_2024-10-01,4,1,1,1,0,1
348,2,2,348_2_2024-10-01,5,1,1,1,0,1
348,3,3,348_3_2024-10-01,1,1,1,1,0,1
348,3,3,348_3_2024-10-01,2,1,1,1,0,1
348,3,3,348_3_2024-10-01,3,1,1,1,0,1
348,3,3,348_3_2024-10-01,4,1,1,1,0,1
348,3,3,348_3_2024-10-01,5,1,1,1,0,1
349,1,1,349_1_2024-09-24,1,1,1,1,0,1
349,1,1,349_1_2024-09-24,2,1,1,1,0,1
349,1,1,349_1_2024-09-24,3,1,1,1,0,1
349,1,1,349_1_2024-09-24,4,1,1,0,0,0
349,1,1,349_1_2024-09-24,5,1,1,1,0,1
349,2,2,349_2_2024-09-24,1,1,1,1,0,1
349,2,2,349_2_2024-09-24,2,1,1,1,0,1
349,2,2,349_2_2024-09-24,3,1,1,1,0,1
349,2,2,349_2_2024-09-24,4,1,1,1,0,1
349,2,2,349_2_2024-09-24,5,1,1,1,0,1
349,3,3,349_3_2024-09-24,1,1,1,0,0,0
349,3,3,349_3_2024-09-24,2,1,1,1,0,1
349,3,3,349_3_2024-09-24,3,1,1,1,0,1
349,3,3,349_3_2024-09-24,4,1,1,1,0,1
349,3,3,349_3_2024-09-24,5,1,1,0,0,0
351,2,1,351_2_2024-09-26,1,1,1,1,0,1
351,2,1,351_2_2024-09-26,2,1,1,0,0,0
351,2,1,351_2_2024-09-26,3,1,1,1,0,1
351,2,1,351_2_2024-09-26,4,1,1,1,0,1
351,2,1,351_2_2024-09-26,5,1,1,0,1,-1
351,3,2,351_3_2024-09-26,1,1,1,1,0,1
351,3,2,351_3_2024-09-26,2,1,1,1,0,1
351,3,2,351_3_2024-09-26,3,1,1,1,0,1
351,3,2,351_3_2024-09-26,4,1,1,1,0,1
351,3,2,351_3_2024-09-26,5,1,1,1,0,1
351,4,3,351_4_2024-09-26,1,1,1,1,0,1
351,4,3,351_4_2024-09-26,2,1,1,0,0,0
351,4,3,351_4_2024-09-26,3,1,1,1,0,1
351,4,3,351_4_2024-09-26,4,1,1,1,0,1
351,4,3,351_4_2024-09-26,5,1,1,1,0,1
352,1,1,352_1_2024-11-21,1,1,1,1,0,1
352,1,1,352_1_2024-11-21,2,1,1,1,0,1
352,1,1,352_1_2024-11-21,3,1,1,0,0,0
352,1,1,352_1_2024-11-21,4,1,1,1,0,1
352,1,1,352_1_2024-11-21,5,1,1,1,0,1
352,2,2,352_2_2024-11-21,1,1,1,1,0,1
352,2,2,352_2_2024-11-21,2,1,1,1,0,1
352,2,2,352_2_2024-11-21,3,1,1,1,0,1
352,2,2,352_2_2024-11-21,4,1,1,1,0,1
352,2,2,352_2_2024-11-21,5,1,1,1,0,1
352,3,3,352_3_2024-11-21,1,1,1,1,0,1
352,3,3,352_3_2024-11-21,2,1,1,1,0,1
352,3,3,352_3_2024-11-21,3,1,1,1,0,1
352,3,3,352_3_2024-11-21,4,1,1,0,0,0
352,3,3,352_3_2024-11-21,5,1,1,1,0,1
353,2,1,353_2_2024-10-21,1,1,1,1,0,1
353,2,1,353_2_2024-10-21,2,1,1,0,0,0
353,2,1,353_2_2024-10-21,3,1,1,0,0,0
353,2,1,353_2_2024-10-21,4,1,1,1,0,1
353,2,1,353_2_2024-10-21,5,1,1,1,0,1
353,3,2,353_3_2024-10-21,1,1,1,0,0,0
353,3,2,353_3_2024-10-21,2,1,1,0,0,0
353,3,2,353_3_2024-10-21,3,1,1,0,0,0
353,3,2,353_3_2024-10-21,4,1,1,1,0,1
353,3,2,353_3_2024-10-21,5,1,1,1,0,1
353,4,3,353_4_2024-10-21,1,1,1,0,0,0
353,4,3,353_4_2024-10-21,2,1,1,1,1,0
353,4,3,353_4_2024-10-21,3,1,1,0,0,0
353,4,3,353_4_2024-10-21,4,1,1,0,0,0
353,4,3,353_4_2024-10-21,5,1,1,0,0,0
354,1,1,354_1_2024-10-29,1,1,1,0,0,0
354,1,1,354_1_2024-10-29,2,1,1,1,0,1
354,1,1,354_1_2024-10-29,3,1,1,1,0,1
354,1,1,354_1_2024-10-29,4,1,1,1,0,1
354,1,1,354_1_2024-10-29,5,1,1,1,0,1
354,2,2,354_2_2024-10-29,1,1,1,1,0,1
354,2,2,354_2_2024-10-29,2,1,1,0,0,0
354,2,2,354_2_2024-10-29,3,1,1,1,1,0
354,2,2,354_2_2024-10-29,4,1,1,1,1,0
354,2,2,354_2_2024-10-29,5,1,1,1,0,1
354,3,3,354_3_2024-10-29,1,1,1,1,0,1
354,3,3,354_3_2024-10-29,2,1,1,1,0,1
354,3,3,354_3_2024-10-29,3,1,1,1,0,1
354,3,3,354_3_2024-10-29,4,1,1,1,0,1
354,3,3,354_3_2024-10-29,5,1,1,1,0,1
355,1,1,355_1_2024-11-07,1,1,1,0,1,-1
355,1,1,355_1_2024-11-07,2,1,1,1,0,1
355,1,1,355_1_2024-11-07,3,1,1,0,0,0
355,1,1,355_1_2024-11-07,4,1,1,0,0,0
355,1,1,355_1_2024-11-07,5,1,1,0,0,0
355,2,2,355_2_2024-11-07,1,1,1,1,1,0
355,2,2,355_2_2024-11-07,2,1,1,1,0,1
355,2,2,355_2_2024-11-07,3,1,1,1,0,1
355,2,2,355_2_2024-11-07,4,1,1,1,0,1
355,2,2,355_2_2024-11-07,5,1,1,1,0,1
355,3,3,355_3_2024-11-07,1,1,1,1,0,1
355,3,3,355_3_2024-11-07,2,1,1,1,0,1
355,3,3,355_3_2024-11-07,3,1,1,1,0,1
355,3,3,355_3_2024-11-07,4,1,1,1,0,1
355,3,3,355_3_2024-11-07,5,1,1,0,0,0
356,1,1,356_1_2024-11-26,1,1,1,1,0,1
356,1,1,356_1_2024-11-26,2,1,1,0,0,0
356,1,1,356_1_2024-11-26,3,1,1,1,1,0
356,1,1,356_1_2024-11-26,4,1,1,1,0,1
356,1,1,356_1_2024-11-26,5,1,1,1,0,1
356,2,2,356_2_2024-11-26,1,1,1,1,0,1
356,2,2,356_2_2024-11-26,2,1,1,1,0,1
356,2,2,356_2_2024-11-26,3,1,1,1,0,1
356,2,2,356_2_2024-11-26,4,1,1,1,0,1
356,2,2,356_2_2024-11-26,5,1,1,1,0,1
356,3,3,356_3_2024-11-26,1,1,1,1,1,0
356,3,3,356_3_2024-11-26,2,1,1,1,0,1
356,3,3,356_3_2024-11-26,3,1,1,1,0,1
356,3,3,356_3_2024-11-26,4,1,1,1,0,1
356,3,3,356_3_2024-11-26,5,1,1,1,0,1
357,1,1,357_1_2024-12-04,1,1,1,1,0,1
357,1,1,357_1_2024-12-04,2,1,1,0,0,0
357,1,1,357_1_2024-12-04,3,1,1,1,0,1
357,1,1,357_1_2024-12-04,4,1,1,0,1,-1
357,1,1,357_1_2024-12-04,5,1,1,1,0,1
357,2,2,357_2_2024-12-04,1,1,1,1,0,1
357,2,2,357_2_2024-12-04,2,1,1,1,0,1
357,2,2,357_2_2024-12-04,3,1,1,1,0,1
357,2,2,357_2_2024-12-04,4,1,1,1,0,1
357,2,2,357_2_2024-12-04,5,1,1,1,0,1
357,3,3,357_3_2024-12-04,1,1,1,0,0,0
357,3,3,357_3_2024-12-04,2,1,1,1,1,0
357,3,3,357_3_2024-12-04,3,1,1,1,0,1
357,3,3,357_3_2024-12-04,4,1,1,1,0,1
357,3,3,357_3_2024-12-04,5,1,1,1,0,1
358,1,1,358_1_2024-12-09,1,1,1,1,0,1
358,1,1,358_1_2024-12-09,2,1,1,1,0,1
358,1,1,358_1_2024-12-09,3,1,1,0,0,0
358,1,1,358_1_2024-12-09,4,1,1,1,0,1
358,1,1,358_1_2024-12-09,5,1,1,1,0,1
358,2,2,358_2_2024-12-09,1,1,1,1,0,1
358,2,2,358_2_2024-12-09,2,1,1,0,0,0
358,2,2,358_2_2024-12-09,3,1,1,1,0,1
358,2,2,358_2_2024-12-09,4,1,1,1,0,1
358,2,2,358_2_2024-12-09,5,1,1,0,0,0
358,3,3,358_3_2024-12-09,1,1,1,1,0,1
358,3,3,358_3_2024-12-09,2,1,1,0,1,-1
358,3,3,358_3_2024-12-09,3,1,1,1,0,1
358,3,3,358_3_2024-12-09,4,1,1,1,0,1
358,3,3,358_3_2024-12-09,5,1,1,1,0,1
359,1,1,359_1_2024-12-12,1,1,1,1,0,1
359,1,1,359_1_2024-12-12,2,1,1,1,0,1
359,1,1,359_1_2024-12-12,3,1,1,1,0,1
359,1,1,359_1_2024-12-12,4,1,1,0,0,0
359,1,1,359_1_2024-12-12,5,1,1,1,0,1
359,2,2,359_2_2024-12-12,1,1,1,0,0,0
359,2,2,359_2_2024-12-12,2,1,1,1,0,1
359,2,2,359_2_2024-12-12,3,1,1,1,0,1
359,2,2,359_2_2024-12-12,4,1,1,0,0,0
359,2,2,359_2_2024-12-12,5,1,1,0,0,0
359,3,3,359_3_2024-12-12,1,1,1,0,0,0
359,3,3,359_3_2024-12-12,2,1,1,1,0,1
359,3,3,359_3_2024-12-12,3,1,1,0,0,0
359,3,3,359_3_2024-12-12,4,1,1,0,0,0
359,3,3,359_3_2024-12-12,5,1,1,1,0,1
360,1,1,360_1_2025-01-15,1,1,1,0,1,-1
360,1,1,360_1_2025-01-15,2,1,1,0,0,0
360,1,1,360_1_2025-01-15,3,1,1,1,1,0
360,1,1,360_1_2025-01-15,4,1,1,1,0,1
360,1,1,360_1_2025-01-15,5,1,1,1,0,1
360,2,2,360_2_2025-01-15,1,1,1,1,1,0
360,2,2,360_2_2025-01-15,2,1,1,0,0,0
360,2,2,360_2_2025-01-15,3,1,1,1,1,0
360,2,2,360_2_2025-01-15,4,1,1,1,0,1
360,2,2,360_2_2025-01-15,5,1,1,0,0,0
360,3,3,360_3_2025-01-15,1,1,1,0,0,0
360,3,3,360_3_2025-01-15,2,1,1,1,1,0
360,3,3,360_3_2025-01-15,3,1,1,1,0,1
360,3,3,360_3_2025-01-15,4,1,1,1,0,1
360,3,3,360_3_2025-01-15,5,1,1,1,0,1
361,1,1,361_1_2025-01-31,1,1,1,1,0,1
361,1,1,361_1_2025-01-31,2,1,1,0,0,0
361,1,1,361_1_2025-01-31,3,1,1,0,1,-1
361,1,1,361_1_2025-01-31,4,1,1,1,0,1
361,1,1,361_1_2025-01-31,5,1,1,0,0,0
361,2,2,361_2_2025-01-31,1,1,1,1,0,1
361,2,2,361_2_2025-01-31,2,1,1,0,0,0
361,2,2,361_2_2025-01-31,3,1,1,0,0,0
361,2,2,361_2_2025-01-31,4,1,1,0,0,0
361,2,2,361_2_2025-01-31,5,1,1,0,0,0
361,3,3,361_3_2025-01-31,1,1,1,0,0,0
361,3,3,361_3_2025-01-31,2,1,1,0,0,0
361,3,3,361_3_2025-01-31,3,1,1,1,0,1
361,3,3,361_3_2025-01-31,4,1,1,1,0,1
361,3,3,361_3_2025-01-31,5,1,1,1,0,1
362,1,1,362_1_2025-01-16,1,1,1,1,0,1
362,1,1,362_1_2025-01-16,2,1,1,1,0,1
362,1,1,362_1_2025-01-16,3,1,1,1,0,1
362,1,1,362_1_2025-01-16,4,1,1,1,0,1
362,1,1,362_1_2025-01-16,5,1,1,1,1,0
362,2,2,362_2_2025-01-16,1,1,1,1,0,1
362,2,2,362_2_2025-01-16,2,1,1,1,0,1
362,2,2,362_2_2025-01-16,3,1,1,1,0,1
362,2,2,362_2_2025-01-16,4,1,1,1,0,1
362,2,2,362_2_2025-01-16,5,1,1,1,0,1
362,3,3,362_3_2025-01-16,1,1,1,1,0,1
362,3,3,362_3_2025-01-16,2,1,1,1,0,1
362,3,3,362_3_2025-01-16,3,1,1,1,0,1
362,3,3,362_3_2025-01-16,4,1,1,1,0,1
362,3,3,362_3_2025-01-16,5,1,1,1,0,1
